
2010-10-18 19:44:35.392123
Filename;seriell;time;iters;i/t;kernel;c;gamma;e;i
data/a1a;False;78.740000;162225;2060.26162052;0;1;0.5;0.01;1000000
data/a1a;False;78.800000;162225;2058.6928934;0;1;0.5;0.01;1000000
